identity,NetworkFilename,Strain,CoatColor,CoatColor_numeric,Sex,Sex_numeric,Weight,Box,Box_numeric,TestAge,TestDate,TestTime,OFA_DistanceTraveled_first5m,OFA_DistanceTraveled_first20m,OFA_DistanceTraveled_first55m,OFA_PeripheryTime_first5m,OFA_PeripheryTime_first20m,OFA_PeripheryTime_first55m,OFA_CornerTime_first5m,OFA_CornerTime_first20m,OFA_CornerTime_first55m,OFA_Groom_first5m,OFA_Groom_first20m,OFA_Groom_first55m,OFA_Groom_first55m_linearslope,OFA_GroomBouts_first5m,OFA_GroomBouts_first20m,OFA_GroomBouts_first55m,OFA_GroomBouts_first55m_linearslope,OFA_GroomAvgBout_first5m,OFA_GroomAvgBout_first20m,OFA_GroomAvgBout_first55m,OFA_GroomAvgBout_first55m_linearslope,OFA_GroomPeakMidBin,OFA_GroomPeakVal,OFA_GroomPeakSlope
LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep1-PSY.avi-S6742975,LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep1-PSY.avi,C57BL/6J,NA,NA,M,1,30,LL2-2,6,13.1428571428571,2016-08-03,2019-11-21 11:00:00,2602.226,7630.982,15343.0551,284.2,1132.0334,3148.5669,15.833363,68.000026,151.466629,24.70003,90.5333,451.36659,0.122262955988456,2,9,22,-0.000937950937950944,12.350015,10.0592555555556,20.5166631818182,0.35427210380495,32.5,118.06666,3.63282030769231
LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep2-PSY.avi-S6742975,LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep2-PSY.avi,C57BL/6J,NA,NA,M,1,26,LL2-3,7,13.1428571428571,2016-08-03,2019-11-21 11:00:00,2406.378,7872.83,18294.9709,282.1334,1099.9003,3086.7006,17.86666,100.099943,213.333256,4.26667,31.59997,153.60003,0.0919433073593074,1,4,16,0.0062049062049062,4.26667,7.8999925,9.600001875,0.0476025377370662,52.5,46.93333,0.89396819047619
LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep3-PSY.avi-S6742975,LL2-B2B/2016-08-03_SPD/B6J_Male_S6742975_ep3-PSY.avi,C57BL/6J,NA,NA,M,1,27,LL2-4,8,13.1428571428571,2016-08-03,2019-11-21 11:00:00,2785.329,8677.94,19072.5963,241.2666,1043.1667,2777.600066,58.7334,156.86669,522.43332,0,26.63337,157.33343,0.0561374949494949,0,3,18,0.00858585858585858,NA,8.87779,8.74074611111111,-0.0840414230889724,27.5,40.8334,1.48485090909091
LL2-B2B/2016-08-15_SPD/LL2-4_B6J_Male_S6742961_ep3-BAT.avi-S6742961,LL2-B2B/2016-08-15_SPD/LL2-4_B6J_Male_S6742961_ep3-BAT.avi,C57BL/6J,Black,6,M,1,26.5,LL2-4,8,10.8571428571429,2016-08-15,2019-11-21 15:30:00,1625.433,4781.1112,11545.2634,248.0306,1018.5806,2842.3484,52.09774,181.93316,460.1655,5.37966,103.88094,374.18526,0.0149832092352092,1,8,25,-0.00021645021645022,5.37966,12.9851175,14.9674104,0.0727994341661336,22.5,106.9325,4.75255555555556
LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep1-PSY.avi-S7066083,LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep1-PSY.avi,C57BL/6J,NA,NA,M,1,28.4,LL2-2,6,12.1428571428571,2016-09-05,2019-11-21 11:09:00,2840.232,6923.557,15170.965,272.4667,1135.1,3024.2333,27.6,64.96664,275.866572,6.93333,101.9333,379.0332,0.0987181313131313,1,6,20,0.00295815295815296,6.93333,16.9888833333333,18.95166,0.164113686021246,27.5,85.4,3.10545454545455
LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep2-PSY.avi-S7066083,LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep2-PSY.avi,C57BL/6J,NA,NA,M,1,29.4,LL2-3,7,12.1428571428571,2016-09-05,2019-11-21 11:09:00,2066.164,7011.588,15826.3189,283.1,1098.2665,3104.8,16.933344,101.800124,195.300045,11.23334,52.43331,452.03323,0.38715973015873,2,5,21,0.00584415584415584,5.61667,10.486662,21.5253919047619,0.542090935096224,52.5,189.63336,3.612064
LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep3-PSY.avi-S7066083,LL2-B2B/2016-09-05_SPD/B6J_Male_S7066083_ep3-PSY.avi,C57BL/6J,NA,NA,M,1,25.6,LL2-4,8,12.1428571428571,2016-09-05,2019-11-21 11:09:00,2866.108,7909.984,19489.688,274.7333,1108.2999,2991.6,25.2667,91.73334,308.433338,4.43333,64.10003,148.6668,-0.024528556998557,1,6,15,-0.00238095238095238,4.43333,10.6833383333333,9.91112,-0.011678424588406,12.5,36.3,2.904
LL2-B2B/2016-09-06_SPD/B6N_Female_S6889287_ep3-PSY.avi-S6889287,LL2-B2B/2016-09-06_SPD/B6N_Female_S6889287_ep3-PSY.avi,C57BL/6NJ,NA,NA,F,0,21.8,LL2-1,5,13,2016-09-06,2019-11-21 10:00:00,2206.883,6718.266,20558.563,281.5001,1118.8669,2505.6669,18.53333,81.200013,794.433383,3.53333,41.03333,86.13333,0.0215079184704185,1,4,8,0.00108225108225108,3.53333,10.2583325,10.76666625,0.0495847384182586,47.5,25.19997,0.530525684210526
LL2-B2B/2016-09-06_SPD/B6N_Male_S6889934_ep5-PSY.avi-S6889934,LL2-B2B/2016-09-06_SPD/B6N_Male_S6889934_ep5-PSY.avi,C57BL/6NJ,NA,NA,M,1,30,LL2-4,8,13,2016-09-06,2019-11-21 10:00:00,2277.957,6062.371,16110.89,282.7334,1152.4666,2889.2997,17.3333,47.599976,410.800146,11.46666,86.7666,191.5333,-0.0285737200577201,2,7,17,-0.0031024531024531,5.73333,12.3952285714286,11.2666647058824,0.00298189087165409,12.5,46.7666,3.741328
LL2-B2B/2016-09-13_SPD/WT001G13N5F80132M-32-PSY.avi-PSY1606L,LL2-B2B/2016-09-13_SPD/WT001G13N5F80132M-32-PSY.avi,C57BL/6J,NA,NA,M,1,27.1,LL2-1,5,14.8571428571429,2016-09-13,2019-11-21 09:35:00,2293.062,7201.85,16727.116,253.5001,1061.3002,2982.367,46.49996,138.73335,317.666703,4.03333,69.90003,225.73335,0.0546439790764791,1,7,20,0.00303030303030303,4.03333,9.98571857142857,11.2866675,0.0375430942052443,52.5,36.86663,0.702221523809524
LL2-B2B/2016-09-13_SPD/WT001G13N5F80137F-37-PSY.avi-PSY1606O,LL2-B2B/2016-09-13_SPD/WT001G13N5F80137F-37-PSY.avi,C57BL/6J,NA,NA,F,0,24.4,LL2-2,6,14.8571428571429,2016-09-13,2019-11-21 09:35:00,1863.247,5049.7132,12501.0954,280.9667,1136.3668,3153.9335,19.03333,63.666624,146.099987,3,78.9,371.19967,0.238936328282828,1,5,17,0.00367965367965368,3,15.78,21.8352747058824,0.453741657806472,52.5,139.13303,2.65015295238095
LL2-B2B/2016-09-13_SPD/WT001G13N5F80218F-18-PSY.avi-PSY1606O,LL2-B2B/2016-09-13_SPD/WT001G13N5F80218F-18-PSY.avi,C57BL/6J,NA,NA,F,0,23.2,LL2-3,7,14.8571428571429,2016-09-13,2019-11-21 09:35:00,2912.679,10701.139,20843.5679,276.1,1083.5,3069.5999,23.93333,116.53337,230.466733,4.3,53.90007,311.10004,0.197294254689755,1,6,16,0.000649350649350648,4.3,8.983345,19.4437525,0.759060509721785,42.5,108.0666,2.54274352941176
LL2-B2B/2016-09-13_SPD/WT001G13N5F80219F-19-PSY.avi-PSY1606O,LL2-B2B/2016-09-13_SPD/WT001G13N5F80219F-19-PSY.avi,C57BL/6J,NA,NA,F,0,25.5,LL2-4,8,14.8571428571429,2016-09-13,2019-11-21 09:35:00,2274.561,6261.613,13580.6026,269.9333,1057.4669,3024.3335,30.06667,142.533283,275.699849,10.6333,43.96667,135.9334,0.0244157012987013,1,4,11,0.000360750360750359,10.6333,10.9916675,12.3575818181818,0.0919982711495435,42.5,37.50003,0.882353647058824
LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep6-PSY.avi-S6956890,LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep6-PSY.avi,C57BL/6J,NA,NA,F,0,23.5,LL2-2,6,16.2857142857143,2016-10-06,2019-11-21 09:35:00,1464.987,5451.2996,15858.5195,223.4,931.9667,2794.4338,76.59997,268.0333,505.566447,11.13333,33.1,83.63334,-0.0198436630591631,2,4,8,-0.00274170274170274,5.566665,8.275,10.4541675,0.05310675429068,22.5,19.5,0.866666666666667
LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep7-PSY.avi-S6956890,LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep7-PSY.avi,C57BL/6J,NA,NA,F,0,23.3,LL2-3,7,16.2857142857143,2016-10-06,2019-11-21 09:35:00,2547.334,8309.406,20818.6129,259.5667,914.9,2318.13323,40.43333,285.09999,981.900179,13.76667,58.63327,195.06661,0.0151082878787879,2,5,14,-0.000144300144300145,6.883335,11.726654,13.9333292857143,0.117800947523985,27.5,54.49997,1.98181709090909
LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep8-PSY.avi-S6956890,LL2-B2B/2016-10-06_SPD/B6J_Female_S6956890_ep8-PSY.avi,C57BL/6J,NA,NA,F,0,23.6,LL2-4,8,16.2857142857143,2016-10-06,2019-11-21 09:35:00,1883.174,5647.8523,14442.5487,268.9333,1072.3333,2871.0001,31.10004,127.733407,429.0667,8.4,53.8667,151.5667,-0.00144062481962485,2,4,12,-0.000216450216450219,4.2,13.466675,12.6305583333333,0.00608800713254654,12.5,45.4667,3.637336
LL2-B2B/2016-10-06_SPD/WT001G13N5F80225F-25-PSY.avi-PSY1607D,LL2-B2B/2016-10-06_SPD/WT001G13N5F80225F-25-PSY.avi,C57BL/6J,NA,NA,F,0,30.3,LL2-1,5,16,2016-10-06,2019-11-21 09:35:00,1932.586,6201.678,15215.4651,289.7666,1083.5998,3052.3666,10.26667,116.500097,247.733444,3.16667,39.69997,219.16667,0.133814404761905,1,3,10,0.00274170274170274,3.16667,13.2333233333333,21.916667,0.48373639965914,42.5,64.2334,1.51137411764706
LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep1-PSY.avi-S7227867,LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep1-PSY.avi,C57BL/6NJ,NA,NA,M,1,29.5,LL2-1,5,11.4285714285714,2016-10-14,2019-11-21 09:10:00,2108.541,5931.219,15087.149,278.4374,1129.1876,3095.7816,21.56255,70.8125,204.2188,5.4375,58.37495,129.21865,-0.0040110533910534,1,4,13,0.00483405483405483,5.4375,14.5937375,9.93989615384615,-0.191717649403205,37.5,28.93745,0.771665333333333
LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep2-PSY.avi-S7227867,LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep2-PSY.avi,C57BL/6NJ,NA,NA,M,1,29,LL2-2,6,11.4285714285714,2016-10-14,2019-11-21 09:10:00,2007.968,7374.59,17061.2523,262.9688,987.375,2916.5937,37.0312,212.62495,383.40625,6.1875,17.53125,290.18755,0.20022341991342,1,3,18,0.00613275613275613,6.1875,5.84375,16.1215305555556,0.383437668511639,37.5,61.2188,1.63250133333333
LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep3-PSY.avi-S7227867,LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep3-PSY.avi,C57BL/6NJ,NA,NA,M,1,28.3,LL2-3,7,11.4285714285714,2016-10-14,2019-11-21 09:10:00,2555.98,6358.474,16825.902,285.875,1123.9375,3018.4373,14.125,76.06245,281.56255,5.125,71.99995,290.3438,0.0615304653679653,1,6,19,-0.00353535353535354,5.125,11.9999916666667,15.2812526315789,0.537817392905896,47.5,87.5312,1.84276210526316
LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep4-PSY.avi-S7227867,LL2-B2B/2016-10-14_SPD/B6N_Male_S7227867_ep4-PSY.avi,C57BL/6NJ,NA,NA,M,1,28.9,LL2-4,8,11.4285714285714,2016-10-14,2019-11-21 09:10:00,2810.184,8477.116,20824.337,280.5313,1037.25,2840.2808,19.4687,162.7499,459.7189,10.375,46.59375,180.49995,0.0625924278499279,1,4,19,0.00772005772005772,10.375,11.6484375,9.49999736842105,-0.0548782732046071,52.5,35,0.666666666666667
LL2-B2B/2016-10-19_SPD/B6N_Male_S6889773_ep3-PSY.avi-S6889773,LL2-B2B/2016-10-19_SPD/B6N_Male_S6889773_ep3-PSY.avi,C57BL/6NJ,NA,NA,M,1,29.7,LL2-1,5,14.1428571428571,2016-10-19,2019-11-21 09:30:00,1848.227,6685.302,15133.3992,287.9333,1119.9334,3035.3666,12.099996,80.100013,264.66669,10.63333,61.3,360.16657,0.123814255411255,2,7,22,-0.000505050505050509,5.316665,8.75714285714286,16.3712077272727,0.347323652302147,32.5,67.7,2.08307692307692
LL2-B2B/2016-10-19_SPD/WT001G13N5F80221M-21-PSY.avi-PSY1607I,LL2-B2B/2016-10-19_SPD/WT001G13N5F80221M-21-PSY.avi,C57BL/6J,NA,NA,M,1,31.8,LL2-3,7,17.8571428571429,2016-10-19,2019-11-21 09:30:00,2415.127,6516.7097,13535.7249,251.9334,1048.3,2701.2664,48.09997,151.7334,598.800207,7.73333,130.50003,660.33356,0.287833476190476,2,6,19,0.00122655122655122,3.866665,21.750005,34.7543978947368,0.759905846617837,47.5,186.2003,3.92000631578947
LL2-B2B/2016-10-19_SPD/WT001G13N5F80222M-22-PSY.avi-PSY1607I,LL2-B2B/2016-10-19_SPD/WT001G13N5F80222M-22-PSY.avi,C57BL/6J,NA,NA,M,1,31.8,LL2-4,8,17.8571428571429,2016-10-19,2019-11-21 09:30:00,2632.092,7332.488,16903.3254,265.8,905.20013,2655.36673,34.2,294.799963,644.666633,5.7,10.3,209.5666,0.199134193362193,1,2,10,0.00425685425685426,5.7,5.15,20.95666,0.640445996048594,47.5,93.2,1.96210526315789
LL2-B2B/2016-11-26_SPD/WT001G13N5F80226M-26-PSY.avi-PSY1608E,LL2-B2B/2016-11-26_SPD/WT001G13N5F80226M-26-PSY.avi,C57BL/6J,NA,NA,M,1,30.3,LL2-4,8,20.1428571428571,2016-11-26,2019-11-21 09:30:00,2361.827,8435.3993,17592.4529,274.4333,1057.5333,2832.0998,25.63333,142.53336,468.000167,8.96667,56.86667,298.2334,0.175069836219336,2,5,17,0.00288600288600288,4.483335,11.373334,17.5431411764706,0.482324035840485,37.5,109.9667,2.93244533333333
LL2-B2B/2016-12-12_SPD/WT001G13N5F80151F-51-PSY.avi-WT1609E,LL2-B2B/2016-12-12_SPD/WT001G13N5F80151F-51-PSY.avi,C57BL/6J,NA,NA,F,0,25.3,LL2-1,5,16.4285714285714,2016-12-12,2019-11-21 10:00:00,3103.793,8249.058,16511.6472,275.7332,1131.1332,3097.6331,24.26668,68.900007,202.40002,3.46667,36.00004,308.43304,0.247524574314574,1,3,10,0.00108225108225108,3.46667,12.0000133333333,30.843304,1.07297278946115,52.5,129.033,2.45777142857143
LL2-B2B/2016-12-12_SPD/WT001G13N5F80152F-52-PSY.avi-WT1609E,LL2-B2B/2016-12-12_SPD/WT001G13N5F80152F-52-PSY.avi,C57BL/6J,NA,NA,F,0,23.6,LL2-2,6,16.4285714285714,2016-12-12,2019-11-21 10:00:00,2039.046,7851.967,21001.4883,255.4333,1082.0999,2959.4333,44.60005,117.96679,340.633386,12.23334,49.13334,227.3333,0.0469985800865801,2,5,13,-0.00115440115440116,6.11667,9.826668,17.4871769230769,0.280285643899051,22.5,50.0333,2.22370222222222
LL2-B2B/2016-12-12_SPD/WT001G13N5F80153F-53-PSY.avi-WT1609E,LL2-B2B/2016-12-12_SPD/WT001G13N5F80153F-53-PSY.avi,C57BL/6J,NA,NA,F,0,25.1,LL2-3,7,16.4285714285714,2016-12-12,2019-11-21 10:00:00,1971.759,5407.8067,13427.7573,266.0333,1087.6998,3129.4998,33.966637,112.299984,170.533344,12.5667,71.0333,218.83326,0.0282179148629149,1,3,11,0.00259740259740259,12.5667,23.6777666666667,19.8939327272727,-0.111322273208393,17.5,45.3333,2.59047428571429
003719-F-F29-4.28571428571429-42647-1-S319,LL2-B2B/2016-12-22_SPD/LL2-1_003719-F-F29-4.28571428571429-42647-1-S319.avi,MSM/MsJ,Dark Brown,9,F,0,11.5,LL2-1,5,11.2857142857143,2016-12-22,2019-11-21 14:45:00,1438.2412,2208.45678,2522.88656,300.097,1200.4825,3301.382,0.03146,0.03146,0.03146,69.8412,155.3809,172.40072,-0.194949825396825,1,3,6,-0.00238095238095238,69.8412,51.7936333333333,28.7334533333333,-2.08190524128686,12.5,78.1466,6.251728
003719-F-F29-4.28571428571429-42647-2-S319,LL2-B2B/2016-12-22_SPD/LL2-2_003719-F-F29-4.28571428571429-42647-2-S319.avi,MSM/MsJ,Dark Brown,9,F,0,10.4,LL2-2,6,11.2857142857143,2016-12-22,2019-11-21 14:45:00,2529.19,7946.713,14337.32328,285.1534,1171.4132,3207.6623,14.97496,29.1005,94.12828,0,84.78478,495.77828,0.165639382395382,0,4,18,0.00584415584415584,NA,21.196195,27.5432377777778,-0.112347168086126,42.5,139.242,3.27628235294118
003719-F-F29-4.28571428571429-42647-3-S319,LL2-B2B/2016-12-22_SPD/LL2-3_003719-F-F29-4.28571428571429-42647-3-S319.avi,MSM/MsJ,Dark Brown,9,F,0,9.1,LL2-3,7,11.2857142857143,2016-12-22,2019-11-21 14:45:00,1779.597,3859.0829,7705.01716,291.2568,1182.7076,3273.1938,8.871721,19.096221,29.509481,8.1796,121.46696,219.43334,-0.0380356854256854,1,7,13,-0.00353535353535354,8.1796,17.3524228571429,16.8794876923077,0.10559429801755,12.5,46.8124,3.744992
003719-F-F29-4.28571428571429-42647-4-S319,LL2-B2B/2016-12-22_SPD/LL2-4_003719-F-F29-4.28571428571429-42647-4-S319.avi,MSM/MsJ,Dark Brown,9,F,0,9.2,LL2-4,8,11.2857142857143,2016-12-22,2019-11-21 14:45:00,1980.602,4994.4835,5824.20802,295.5353,1156.7215,3257.621,4.59316,43.79238,43.79238,31.3971,180.13994,482.50182,-0.13077702020202,2,10,23,-0.00692640692640693,15.69855,18.013994,20.97834,0.0233320657276995,32.5,181.6813,5.59019384615385
000653-M-AX10-4.28571428571429-42654-1-S333,LL2-B2B/2016-12-27_SPD/LL2-1_000653-M-AX10-4.28571428571429-42654-1-S333.avi,BUB/BnJ,Albino,3,M,1,31.8,LL2-1,5,11,2016-12-27,2019-11-21 13:45:00,1871.839,7610.045,21079.8682,284.9332,960.3795,2617.06322,15.19514,240.1343,686.7719,0,48.6687,342.56798,0.240902620490621,0,6,25,0.0088023088023088,NA,8.11145,13.7027192,0.390080670125989,52.5,93.9395,1.78932380952381
000653-M-AX10-4.28571428571429-42654-2-S333,LL2-B2B/2016-12-27_SPD/LL2-2_000653-M-AX10-4.28571428571429-42654-2-S333.avi,BUB/BnJ,Albino,3,M,1,32.9,LL2-2,6,11,2016-12-27,2019-11-21 13:45:00,1766.77,7539.361,10302.1357,294.9061,1140.6139,3213.9543,5.22236,59.89982,88.05654,0,52.94716,125.11646,-0.0545737994227994,0,5,10,-0.00497835497835498,NA,10.589432,12.511646,0.549193620689655,22.5,50.5563,2.24694666666667
000653-M-AX10-4.28571428571429-42654-3-S333,LL2-B2B/2016-12-27_SPD/LL2-3_000653-M-AX10-4.28571428571429-42654-3-S333.avi,BUB/BnJ,Albino,3,M,1,32,LL2-3,7,11,2016-12-27,2019-11-21 13:45:00,664.3989,4314.3786,5525.25023,300.1285,1176.1324,3272.0612,0,24.38146,29.35214,0,13.55926,89.94418,-0.0408775858585859,0,2,7,-0.00375180375180375,NA,6.77963,12.8491685714286,0.765366223175966,22.5,76.38492,3.39488533333333
000653-M-AX10-4.28571428571429-42654-4-S333,LL2-B2B/2016-12-27_SPD/LL2-4_000653-M-AX10-4.28571428571429-42654-4-S333.avi,BUB/BnJ,Albino,3,M,1,30.2,LL2-4,8,11,2016-12-27,2019-11-21 13:45:00,1581.089,5526.0141,9076.55159,299.6251,1177.4851,3259.5715,0.50336,25.92304,44.73612,0,87.27006,391.36254,0.0619690216450216,0,7,20,-0.000432900432900436,NA,12.4671514285714,19.568127,0.382095651101372,37.5,156.9226,4.18460266666667
003719-F-F29-4.28571428571429-42647-2-S328,LL2-B2B/2016-12-28_SPD/LL2-1_003719-F-F29-4.28571428571429-42647-2-S328.avi,MSM/MsJ,Dark Brown,9,F,0,9.5,LL2-1,5,12.1428571428571,2016-12-28,2019-11-21 14:35:00,2357.779,7181.6316,11550.26014,292.2005,1121.612,3143.4525,7.92792,79.2163,158.27526,35.2981,294.0561,764.38264,-0.292611568542569,2,9,17,-0.0102453102453102,17.64905,32.6729,44.9636847058824,0.770153397363465,27.5,275.8094,10.0294327272727
003719-F-F29-4.28571428571429-42647-3-S328,LL2-B2B/2016-12-28_SPD/LL2-2_003719-F-F29-4.28571428571429-42647-3-S328.avi,MSM/MsJ,Dark Brown,9,F,0,9.5,LL2-2,6,12.1428571428571,2016-12-28,2019-11-21 14:35:00,1736.1365,2877.9448,3605.6723,296.0072,1196.3612,3297.2607,4.12126,4.15272,4.15272,84.9735,209.33492,524.50128,-0.363356463203463,3,8,16,-0.00836940836940837,28.3245,26.166865,32.78133,-0.444178776119403,27.5,172.432,6.27025454545455
003719-F-F29-4.28571428571429-42647-4-S328,LL2-B2B/2016-12-28_SPD/LL2-3_003719-F-F29-4.28571428571429-42647-4-S328.avi,MSM/MsJ,Dark Brown,9,F,0,10.5,LL2-3,7,12.1428571428571,2016-12-28,2019-11-21 14:35:00,2377.611,6074.0793,9722.83703,291.5399,1192.3659,3279.9578,8.58858,10.13012,23.4377,75.3152,262.72244,739.62454,0.0610882034632034,2,7,16,-0.00230880230880231,37.6576,37.5317771428571,46.22653375,0.788491088919289,47.5,138.298,2.91153684210526
000653-F-AX10-4.28571428571429-42654-1-S335,LL2-B2B/2016-12-28_SPD/LL2-4_000653-F-AX10-4.28571428571429-42654-1-S335.avi,BUB/BnJ,Albino,3,F,0,23,LL2-4,8,11.1428571428571,2016-12-28,2019-11-21 14:35:00,1848.756,8079.456,22052.3265,298.4611,1075.1142,2776.7537,1.66738,125.55672,524.81582,0,15.60416,284.24118,0.339759024531024,0,3,22,0.017027417027417,NA,5.20138666666667,12.9200536363636,0.56392479081783,52.5,92.9958,1.77134857142857
002105-F-AX12-5.28571428571429-42640-5-S330,LL2-B2B/2016-12-29_SPD/LL2-1_002105-F-AX12-5.28571428571429-42640-5-S330.avi,NZO/HILtJ,Agouti,1,F,0,45.7,LL2-1,5,13.2857142857143,2016-12-29,2019-11-21 14:20:00,1179.883,2868.421,4053.97007,298.2409,1195.2286,3296.1281,1.8876,5.28528,5.28528,11.2627,187.21844,321.86724,-0.0835846450216451,1,9,17,-0.00382395382395383,11.2627,20.8020488888889,18.9333670588235,-0.125973889319485,12.5,89.03184,7.1225472
002105-F-AX12-5.28571428571429-42640-6-S330,LL2-B2B/2016-12-29_SPD/LL2-2_002105-F-AX12-5.28571428571429-42640-6-S330.avi,NZO/HILtJ,Agouti,1,F,0,35.1,LL2-2,6,13.2857142857143,2016-12-29,2019-11-21 14:20:00,999.9389,2190.28406,3587.0602,280.6233,1181.0088,3282.1914,19.5052,19.5052,19.5052,7.92792,116.24472,180.83212,-0.044407152958153,1,7,11,-0.00346320346320347,7.92792,16.6063885714286,16.4392836363636,0.0759796077578169,17.5,71.0367,4.05924
002105-F-AX12-5.28571428571429-42640-7-S330,LL2-B2B/2016-12-29_SPD/LL2-3_002105-F-AX12-5.28571428571429-42640-7-S330.avi,NZO/HILtJ,Agouti,1,F,0,31.9,LL2-3,7,13.2857142857143,2016-12-29,2019-11-21 14:20:00,1196.5197,2816.38233,4701.06918,296.2904,1194.2219,3283.9215,3.83812,6.292,18.93892,22.52536,75.25234,163.15158,-0.115948059163059,3,7,10,-0.00995670995670996,7.50845333333333,10.7503342857143,16.315158,0.846181334033614,22.5,82.5825,3.67033333333333
002105-F-AX12-5.28571428571429-42640-8-S330,LL2-B2B/2016-12-29_SPD/LL2-4_002105-F-AX12-5.28571428571429-42640-8-S330.avi,NZO/HILtJ,Agouti,1,F,0,38.2,LL2-4,8,13.2857142857143,2016-12-29,2019-11-21 14:20:00,697.2779,2681.5749,3558.58873,293.2387,1167.4494,3265.7692,6.88974,33.06446,35.64418,12.7413,169.2862,169.2862,-0.167698080808081,1,7,7,-0.00764790764790765,12.7413,24.1837428571429,24.1837428571429,0.984864352941177,17.5,105.2966,6.01694857142857
LL2-B2B/2016-12-29_SPD/WT001G13N5F80148M-48-PSY.avi-WT1609C,LL2-B2B/2016-12-29_SPD/WT001G13N5F80148M-48-PSY.avi,C57BL/6J,B6J,4,M,1,29.6,LL2-1,5,18.8571428571429,2016-12-29,2019-11-21 10:15:00,2720.488,6907.5212,16084.208,277.8333,1105.5667,3021.1668,22.2,94.466658,278.866651,5.63333,142.2334,366.26673,-0.0364357828282829,1,5,13,-0.00187590187590188,5.63333,28.44668,28.1743638461538,0.122858266738661,17.5,94.1667,5.38095428571429
LL2-B2B/2016-12-29_SPD/WT001G13N5F80149M-49-PSY.avi-WT1609C,LL2-B2B/2016-12-29_SPD/WT001G13N5F80149M-49-PSY.avi,C57BL/6J,B6J,4,M,1,28.9,LL2-2,6,18.8571428571429,2016-12-29,2019-11-21 10:15:00,2492.061,6741.2958,14548.6174,284.5666,1138.1665,3006.7667,15.43333,61.866636,293.266383,3.2,53.2666,354.03293,0.0355052012987013,1,4,12,-0.00209235209235209,3.2,13.31665,29.5027441666667,0.623750453268325,27.5,154.033,5.6012
002105-M-AX12-5.28571428571429-42640-5-S332,LL2-B2B/2017-01-01_SPD/LL2-1_002105-M-AX12-5.28571428571429-42640-5-S332.avi,NZO/HILtJ,Agouti,1,M,1,44.1,LL2-1,5,13.7142857142857,2017-01-01,2019-11-21 14:00:00,879.5042,2346.5804,4055.03413,270.7763,1168.3619,3264.4795,29.3522,32.40382,37.18574,51.72028,99.66524,247.99906,-0.0974533578643579,3,7,16,-0.00656565656565657,17.2400933333333,14.2378914285714,15.49994125,0.000736880650994652,37.5,95.41814,2.54448373333333
002105-M-AX12-5.28571428571429-42640-6-S332,LL2-B2B/2017-01-01_SPD/LL2-2_002105-M-AX12-5.28571428571429-42640-6-S332.avi,NZO/HILtJ,Agouti,1,M,1,46.1,LL2-2,6,13.7142857142857,2017-01-01,2019-11-21 14:00:00,1316.8482,3973.6329,5684.77975,246.3631,1040.16204,3130.33364,53.7651,160.35154,171.0794,24.79044,155.85276,254.0708,-0.0776762467532468,3,11,19,-0.00974025974025974,8.26348,14.1684327272727,13.3721473684211,0.16392440197816,52.5,68.6771,1.30813523809524
002105-M-AX12-5.28571428571429-42640-7-S332,LL2-B2B/2017-01-01_SPD/LL2-3_002105-M-AX12-5.28571428571429-42640-7-S332.avi,NZO/HILtJ,Agouti,1,M,1,48.4,LL2-3,7,13.7142857142857,2017-01-01,2019-11-21 14:00:00,989.2198,3202.6204,5747.50777,292.8298,1188.9681,3242.5832,7.29872,12.17502,60.30882,32.4668,184.45008,284.17828,-0.193111412698413,2,9,14,-0.00930735930735931,16.2334,20.4944533333333,20.2984485714286,-0.0211277380426019,12.5,114.7976,9.183808
